AID#,Orig pre-sprted Order,Grant #,Assay Name,Assay Target,Assay Sub-type,Assay Center,Grant Title,Assay Provider,Project UID,summary_aid_and_NA,summary_aid
602408,,MH090791-01,E. coli strain UT189 Alamar Blue Screen,Primary,--,SRI Screening,Screening For Inhibitors of Bacterial Capsule Biogenesis,Patrick Seed,589,#N/A,
602414,,MH090791-01,Bladder 5637 Cell Cytotoxicity Dose Response Screen,Secondary,Alternate Assay,SRI Screening,Screening For Inhibitors of Bacterial Capsule Biogenesis,Patrick Seed,589,#N/A,
624055,,MH090791-01,T7 Lysis Inhibition (AP),Secondary,MOA Assay,SRI Screening,Screening For Inhibitors of Bacterial Capsule Biogenesis,Patrick Seed,589,#N/A,
624056,,MH090791-01,T7 Lysis Inhibition (AP),Secondary,MOA Assay,SRI Screening,Screening For Inhibitors of Bacterial Capsule Biogenesis,Patrick Seed,589,#N/A,
624060,,MH090791-01,Orcinol cell surface screen (AP),Secondary,MOA Assay,SRI Screening,Screening For Inhibitors of Bacterial Capsule Biogenesis,Patrick Seed,589,#N/A,
624061,,MH090791-01,K5 Capsule Inhibition Screen (AP),Secondary,MOA Assay,SRI Screening,Screening For Inhibitors of Bacterial Capsule Biogenesis,Patrick Seed,589,#N/A,
488806,,DA030557-01,Aptamer displacement HTS for small molecule inhibitors of GRK2,Primary,--,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
488847,,DA030557-01,Aptamer displacement HTS for small molecule inhibitors of GRK2,Primary,--,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
488855,,DA030557-01,Aptamer displacement HTS for small molecule inhibitors of GRK2,Primary,--,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,488855,488855
504451,,DA030557-01,Aptamer displacement HTS for small molecule inhibitors of GRK2,Primary,--,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
504500,,DA030557-01,Aptamer displacement HTS for small molecule inhibitors of GRK2,Primary,--,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
504521,,DA030557-01,Counterscreen for fluorescence quenching in GRK2 inhibition assay,Secondary,Counter-screen Assay,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
504580,,DA030557-01,Counterscreen for fluorescence quenching in GRK2 inhibition assay,Secondary,Counter-screen Assay,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
504782,,DA030557-01,Aptamer displacement HTS for small molecule inhibitors of GRK2,Primary,--,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
504815,,DA030557-01,Aptamer displacement HTS for small molecule inhibitors of GRK2,Primary,--,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
504819,,DA030557-01,Counterscreen for fluorescence quenching in GRK2 inhibition assay,Secondary,Counter-screen Assay,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
588428,,DA030557-01,Thermofluor assay to identify compounds that bind to GRK2 and inhibit kinase activity (AP),Secondary,Alternate Assay,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
588465,,DA030557-01,In vitro GRK2 kinase inhibition assay (AP),Secondary,Alternate Assay,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
588468,,DA030557-01,Thermofluor assay to identify compounds that bind to GRK2 and inhibit kinase activity (AP),Secondary,Alternate Assay,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
588482,,DA030557-01,In vitro GRK2 kinase inhibition assay (AP),Secondary,Alternate Assay,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
588494,,DA030557-01,Counterscreen for fluorescence quenching in GRK2 inhibition assay,Secondary,Counter-screen Assay,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
588496,,DA030557-01,Counterscreen for fluorescence quenching in GRK2 inhibition assay,Secondary,Counter-screen Assay,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
588512,,DA030557-01,Cytotoxicity of small molecule GRK2 inhibitors,Secondary,Other,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
588540,,DA030557-01,Cytotoxicity of small molecule GRK2 inhibitors,Secondary,Other,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
588720,,DA030557-01,Aptamer displacement HTS for small molecule inhibitors of GRK2,Primary,--,UNM,RNA Aptamer-Based Screen for Selective Inhibitors of GRK2,John Tesmer,590,#N/A,
485344,,NS064831-01,qHTS Assay for Allosteric Agonists and Potentiators of the Human D2 Dopamine Receptor,Primary,--,NCGC,Discovery of Novel Allosteric Modulators of the D2 Dopamine Receptor,David Sibley,591,#N/A,
485359,,NS064831-01,qHTS Assay for Allosteric Agonists and Potentiators of the Human D2 Dopamine Receptor,Primary,--,NCGC,Discovery of Novel Allosteric Modulators of the D2 Dopamine Receptor,David Sibley,591,485359,485359
624453,,NS064831-01,qHTS Assay for Allosteric Agonists and Potentiators of the Human D2 Dopamine Receptor,Primary,--,NCGC,Discovery of Novel Allosteric Modulators of the D2 Dopamine Receptor,David Sibley,591,#N/A,
624455,,NS064831-01,Secondary Assay for Allosteric Antagonists of the Human D2 Dopamine Receptor: Activity in a Human D1 HTRF assay (AP),Secondary,Counter-screen Assay,NCGC,Discovery of Novel Allosteric Modulators of the D2 Dopamine Receptor,David Sibley,591,#N/A,
624459,,NS064831-01,Confirmation Assay for Allosteric Agonists and Potentiators of the Human D2 Dopamine Receptor: Potentiator activity in parental cell line (AP),Secondary,Counter-screen Assay,NCGC,Discovery of Novel Allosteric Modulators of the D2 Dopamine Receptor,David Sibley,591,#N/A,
624461,,NS064831-01,3H-methylspiperone displacement at Human D2 receptors to determine orthosteric vs. allosteric nature of compounds (AP),Secondary,Counter-screen Assay,NCGC,Discovery of Novel Allosteric Modulators of the D2 Dopamine Receptor,David Sibley,591,#N/A,
485347,,NS064831-01,HTS Assay for Allosteric Agonists and Potentiators of the Human D2 Dopamine Receptor,Primary,--,NCGC,Discovery of Novel Allosteric Modulators of the D2 Dopamine Receptor,David Sibley,592,#N/A,
485362,,NS064831-01,HTS Assay for Allosteric Agonists and Potentiators of the Human D2 Dopamine Receptor,Primary,--,NCGC,Discovery of Novel Allosteric Modulators of the D2 Dopamine Receptor,David Sibley,592,485362,485362
485313,,MH089375-01A1,qHTS of npc1 promoter-luciferase reporter gene assay,Primary,--,NCGC,HTS of NPC1 promoter activators,Yiannis Ioannou,593,#N/A,
485315,,MH089375-01A1,qHTS of npc1 promoter-luciferase reporter gene assay,Primary,--,NCGC,HTS of NPC1 promoter activators,Yiannis Ioannou,593,485315,485315
493203,,MH089375-01A1,qHTS of npc1 promoter-luciferase reporter gene assay,Primary,--,NCGC,HTS of NPC1 promoter activators,Yiannis Ioannou,593,#N/A,
493203,,MH089375-01A1,qHTS of npc1 promoter-luciferase reporter gene assay,Primary,--,NCGC,HTS of NPC1 promoter activators,Yiannis Ioannou,593,#N/A,
485342,,MH087464-01A1,FITC Fluorescent polarization assay for Tsg101/PTAP peptide binding,Primary,--,NCGC,Discovery of lead compounds that inhibit HIV-1 budding by blocking the interactio,Eric Freed,594,#N/A,
485388,,MH087464-01A1,FITC Fluorescent polarization assay for Tsg101/PTAP peptide binding,Primary,--,NCGC,Discovery of lead compounds that inhibit HIV-1 budding by blocking the interactio,Eric Freed,594,485388,485388
493005,,MH087464-01A1,FITC Fluorescent polarization assay for Tsg101/PTAP peptide binding,Primary,--,NCGC,Discovery of lead compounds that inhibit HIV-1 budding by blocking the interactio,Eric Freed,594,#N/A,
488922,,MH090849-01,HTS for KCNK9 Inhibitors,Primary,--,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
488964,,MH090849-01,HTS for KCNK9 Inhibitors,Primary,--,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,488964,488964
492992,,MH090849-01,HTS for KCNK9 Inhibitors,Primary,--,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
492997,,MH090849-01,KCNK9 counterscreen using non-induced HEK-293 cells,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
504846,,MH090849-01,HTS for KCNK9 Inhibitors,Primary,--,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
504902,,MH090849-01,KCNK9 counterscreen using non-induced HEK-293 cells,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
504920,,MH090849-01,hERG counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
504922,,MH090849-01,Kir2.1 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
540321,,MH090849-01,Kir2.1 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
540322,,MH090849-01,HTS for KCNK9 Inhibitors,Primary,--,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
540323,,MH090849-01,hERG counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
540324,,MH090849-01,KCNK9 counterscreen using non-induced HEK-293 cells,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
588724,,MH090849-01,HTS for KCNK9 Inhibitors,Primary,--,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
588741,,MH090849-01,hERG counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
588759,,MH090849-01,KCNK9 counterscreen using non-induced HEK-293 cells,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
588760,,MH090849-01,Kir2.1 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
588761,,MH090849-01,KCNQ2 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
588776,,MH090849-01,KCNK3 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623881,,MH090849-01,Kir2.1 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623883,,MH090849-01,hERG counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623884,,MH090849-01,KCNK9 counterscreen using non-induced HEK-293 cells,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623886,,MH090849-01,KCNQ2 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623887,,MH090849-01,HTS for KCNK9 Inhibitors,Primary,--,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623894,,MH090849-01,KCNK3 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623898,,MH090849-01,KCNK9 validation assay using automated electrophysiology,Secondary,Alternate Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623912,,MH090849-01,KCNK3 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623913,,MH090849-01,KCNQ2 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623914,,MH090849-01,KCNQ2 counterscreen,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
623915,,MH090849-01,KCNK3 counterscreen using automated electrophysiology,Secondary,Counter-screen Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
624121,,MH090849-01,MOA screen of KCNK9 inhibitors with manual electrophysiology,Secondary,MOA Assay,Hopkins Screening,Development of Chemical Probes for Two Pore Potassium Channels,Meng Wu,595,#N/A,
488978,,DA030554-01A1,qHTS Assay for MmCpn inhibition using a TR-FRET ATPase assay,Primary,--,NCGC,High-Throughput Screening for Modulators of Cytosolic Chaperonin Activity,Judith Frydman,596,#N/A,
504842,,DA030554-01A1,qHTS Assay for MmCpn inhibition using a TR-FRET ATPase assay,Primary,--,NCGC,High-Throughput Screening for Modulators of Cytosolic Chaperonin Activity,Judith Frydman,596,#N/A,
504845,,DA030555-01,Quantitative high-throughput assay of Regulators of G-protein Signaling (RGS4) Protein Modulators,Primary,--,NCGC,Enzymatic Screen for RGS Protein Modulators,David Siderovski,597,#N/A,
504856,,DA030555-01,Quantitative high-throughput assay of Regulators of G-protein Signaling (RGS4) Protein Modulators,Primary,--,NCGC,Enzymatic Screen for RGS Protein Modulators,David Siderovski,597,504856,504856
602388,,DA030555-01,Quantitative high-throughput assay of Regulators of G-protein Signaling (RGS4) Protein Modulators,Primary,--,NCGC,Enzymatic Screen for RGS Protein Modulators,David Siderovski,597,#N/A,
485366,,HHSN271700800025C,?2V2R-TCS-tTA ?-Arrestin2-TEV Tango ?-arrestin Recruitment Assay,Primary,--,NCGC,Arrestin biased screen development for beta2-adrenergic receptors,Bryan  RothRobert Lefkowitz,598,#N/A,
485386,,HHSN271700800025C,?2V2R-TCS-tTA ?-Arrestin2-TEV Tango ?-arrestin Recruitment Assay,Primary,--,NCGC,Arrestin biased screen development for beta2-adrenergic receptors,Bryan  RothRobert Lefkowitz,598,485386,485386
492947,,HHSN271700800025C,?2V2R-TCS-tTA ?-Arrestin2-TEV Tango ?-arrestin Recruitment Assay,Primary,--,NCGC,Arrestin biased screen development for beta2-adrenergic receptors,Bryan  RothRobert Lefkowitz,598,#N/A,
588463,,HHSN271700800025C,?2V2R-TCS-tTA ?-Arrestin2-TEV Tango ?-arrestin Recruitment Assay,Primary,--,NCGC,Arrestin biased screen development for beta2-adrenergic receptors,Bryan  RothRobert Lefkowitz,598,#N/A,
588790,,HHSN271700800025C,?2AR GloSensor-22F cAMP Assay (AP),Secondary,Counter-screen Assay,NCGC,Arrestin biased screen development for beta2-adrenergic receptors,Bryan  RothRobert Lefkowitz,598,#N/A,
488837,,DA030559-01,qHTS to identify inhibitors of the phosphatase activity of Eya2ED using OMFP as a fluorescence substrate,Primary,--,NCGC,Identify inhibitors of the Eya phosphatase activity using high throughput screeni,Rui Zhao,599,#N/A,
488939,,DA030559-01,qHTS to identify inhibitors of the phosphatase activity of Eya2ED using OMFP as a fluorescence substrate,Primary,--,NCGC,Identify inhibitors of the Eya phosphatase activity using high throughput screeni,Rui Zhao,599,488939,488939
504895,,DA030559-01,qHTS to identify inhibitors of the phosphatase activity of Eya2ED using OMFP as a fluorescence substrate,Primary,--,NCGC,Identify inhibitors of the Eya phosphatase activity using high throughput screeni,Rui Zhao,599,#N/A,
540357,,DA030559-01,Assay for phosphatase activity of Eya2ED using  pHA2X substrate as a substrate with malachite green detection of phosphate produced (AP),Secondary,Alternate Assay,NCGC,Identify inhibitors of the Eya phosphatase activity using high throughput screeni,Rui Zhao,599,#N/A,
488862,,NS064853-01,Screen to detect compounds that block the PrP 5�UTR-driven translation of luciferase in H4 cells,Primary,--,Broad,MLPCN screen of the Prion (PrP 5' untranslated region),Jack Rogers,600,#N/A,
488894,,NS064853-01,Screen to detect compounds that block the PrP 5�UTR-driven translation of luciferase in H4 cells,Primary,--,Broad,MLPCN screen of the Prion (PrP 5' untranslated region),Jack Rogers,600,488894,488894
504539,,NS064853-01,Screen to detect compounds that block the PrP 5�UTR-driven translation of luciferase in H4 cells,Primary,--,Broad,MLPCN screen of the Prion (PrP 5' untranslated region),Jack Rogers,600,#N/A,
504592,,NS064853-01,Screen to detect compounds that block the PrP 5�UTR-driven translation of luciferase in H4 cells,Primary,--,Broad,MLPCN screen of the Prion (PrP 5' untranslated region),Jack Rogers,600,#N/A,
504932,,NS064853-01,Screen to detect compounds that block the PrP 5�UTR-driven translation of luciferase in H4 cells,Primary,--,Broad,MLPCN screen of the Prion (PrP 5' untranslated region),Jack Rogers,600,#N/A,
540255,,NS064853-01,"Assay of luciferase inhibitors and toxicity in H4 cells with pGL3-Luc, in dose (no stem loop)",Secondary,Counter-screen Assay,Broad,MLPCN screen of the Prion (PrP 5' untranslated region),Jack Rogers,600,#N/A,
540343,,NS064853-01,Assay to detect compounds that block the APP 5�UTR-driven translation of luciferase in H4 cells,Secondary,Counter-screen Assay,Broad,MLPCN screen of the Prion (PrP 5' untranslated region),Jack Rogers,600,#N/A,
588451,,NS064853-01,"Assay of luciferase inhibitors and toxicity in H4 cells with pGL3-Luc, in dose (no stem loop)",Secondary,Counter-screen Assay,Broad,MLPCN screen of the Prion (PrP 5' untranslated region),Jack Rogers,600,#N/A,
588507,,NS064853-01,Assay to detect altered transcription level of reporter based on IRES driven GFP,Secondary,Counter-screen Assay,Broad,MLPCN screen of the Prion (PrP 5' untranslated region),Jack Rogers,600,#N/A,
488977,,DA028852-01,HTS for Choline Transporter (CHT) allosteric activators,Primary,--,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,601,#N/A,
488996,,DA028852-01,HTS for Choline Transporter (CHT) allosteric activators,Primary,--,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,601,488996,488996
488997,,DA028852-01,HTS for Choline Transporter (CHT) allosteric activators,Primary,--,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,601,488997,488997
504833,,DA028852-01,HTS for Choline Transporter (CHT) allosteric activators,Primary,--,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,601,#N/A,
602376,,DA028852-01,HTS for Choline Transporter (CHT) allosteric activators,Primary,--,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,601,#N/A,
623908,,DA028852-01,Counter screen of hCHT allosteric activators with HEK-293 using membrane potential dye assay,Secondary,Counter-screen Assay,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,601,#N/A,
488975,,DA028852-01,HTS for Choline Transporter (CHT) inhibitors,Primary,--,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,602,#N/A,
488997,,DA028852-01,HTS for Choline Transporter (CHT) inhibitors,Primary,--,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,602,488997,488997
493221,,DA028852-01,HTS for Choline Transporter (CHT) inhibitors,Primary,--,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,602,#N/A,
493222,,DA028852-01,Counter screen of hCHT inhibitors with HEK-293 using membrane potential dye assay,Secondary,Counter-screen Assay,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,602,#N/A,
504840,,DA028852-01,HTS for Choline Transporter (CHT) inhibitors,Primary,--,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,602,#N/A,
588401,,DA028852-01,HTS for Choline Transporter (CHT) inhibitors,Primary,--,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,602,#N/A,
602208,,DA028852-01,Re-screen of hCHT inhibitors with HEK-LV-AA cells using 3H-choline uptake assay,Secondary,Alternate Assay,Hopkins Screening,A Nonisotopic HTS Assay to Elucidate Choline Transporter (CHT) Modulators,Alicia Ruggiero,602,#N/A,
488896,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
488952,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,488952,488952
493194,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
540246,,HL052212-11,Assess cytotoxicity at 3 & 24 hours in dose with ld1A[mSRBI] cells,Secondary,Counter-screen Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
540326,,HL052212-11,HDL Inib: Counter screen to assess quenching of Dil-Fluorescence,Secondary,Counter-screen Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
540354,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
540354,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588392,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588392,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588403,,HL052212-11,HDL Inib: Counter screen to assess quenching of Dil-Fluorescence,Secondary,Counter-screen Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588548,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588548,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588553,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588553,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588754,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588754,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588777,,HL052212-11,HDL binding assay with Alexa-488-HDL in dose with ld1A[mSRBI] cells,Secondary,Alternate Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588810,,HL052212-11,HDL binding assay with Alexa-488-HDL in dose with ld1A[mSRBI] cells,Secondary,Alternate Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588818,,HL052212-11,"Assess [3H]cholesterol efflux from cells to unlabeled HDL, in dose (AP)",Secondary,MOA Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588825,,HL052212-11,HDL Uptake Counterscreen Measured in Cell-Based System Using Plate Reader,Secondary,Selectivity/Specificity Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588826,,HL052212-11,Assess cytotoxicity at 3 & 24 hours in dose with ld1A[mSRBI] cells,Secondary,Counter-screen Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588828,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588828,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588829,,HL052212-11,Assess cytotoxicity at 3 & 24 hours in dose with ld1A[mSRBI] cells,Secondary,Counter-screen Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588830,,HL052212-11,Assess cytotoxicity at 3 & 24 hours in dose with ld1A[mSRBI] cells,Secondary,Counter-screen Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588831,,HL052212-11,HDL Inhib: Reversibility Measured in Cell-Based System Using Plate Reader,Secondary,Orthagonal,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588833,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588833,,HL052212-11,HTS using DiI-HDL to assay lipid transfer in ldlA[SR-BI] cells,Primary,--,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588836,,HL052212-11,Radiolabeled HDL uptake in wild type SR-BI cells,Secondary,MOA Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588837,,HL052212-11,HDL Inib HDL uptake assay using mu SR-B1 detected with radioactivity,Secondary,MOA Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588842,,HL052212-11,Assess cytotoxicity at 3 & 24 hours in dose with ld1A[mSRBI] cells,Secondary,Counter-screen Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
588843,,HL052212-11,HDL Inhib: HDL efflux assay with cells containing C384S SR-B1 mutation,Secondary,MOA Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
602126,,HL052212-11,Assess cytotoxicity at 3 & 24 hours in dose with ld1A[mSRBI] cells,Secondary,Counter-screen Assay,Broad,Scavenger Receptors-Ligand Binding and Pathophysiology,Monty Krieger,603,#N/A,
